r star_mass gas_mass dm_mass star_density gas_density dm_density
9.08555767596835 4378456.804001962 7337854.801355978 2536820833.73249 161.8322665080497 23669.57904746246 4015816.1183359995
9.272841280236147 4379253.253500471 7577477.170029179 2580089780.982833 72.99040776079815 21957.202438861666 3965665.089874121
9.460124884503946 4381023.4258257095 7803698.725715176 2623183212.113093 159.01535019304654 20318.97801174548 3871377.0869856677
9.647408488771745 4382819.608002815 8054408.830172585 2666080478.1679664 158.21952919699424 22081.47588115665 3778931.376098242
9.834692093039543 4384203.892310403 8297223.489912186 2708133014.2331367 119.614795228093 20978.92169994758 3633961.461937339
10.02197569730734 4385482.440465681 8543958.239163917 2750889491.956393 108.41368778406057 20919.34197711939 3625737.3979925998
10.209259301575141 4386287.013214757 8794580.706525926 2793000220.531965 66.97172069349115 20859.253384010644 3505461.5708388556
10.396542905842939 4386739.349956359 9051828.092036601 2834274666.417731 36.97373191414797 21025.04279204967 3373944.611513005
10.583826510110736 4387683.411826352 9309838.9233361 2874951231.188563 75.80155549736148 20714.378356692745 3266225.7511814986
10.771110114378535 4388794.662686333 9562629.815490896 2915325570.3408566 87.67424147224887 19942.489980782186 3185580.85755678
10.958393718646334 4389795.426099102 9848144.173407178 2955823803.224973 77.60771423330435 22139.161368740806 3140739.4403862115
11.145677322914132 4391061.10730215 10118629.44998816 2996801655.025466 96.50242737700113 20621.43613883171 3124528.935423507
11.332960927181931 4391985.361156839 10381628.572201537 3037434106.1190577 69.30558791313759 19719.424103013727 3046986.873816614
11.52024453144973 4393355.230244762 10672934.509326652 3077118582.4464273 101.05033110581775 21486.83672335161 2927514.5511676134
11.707528135717528 4394792.385626095 10975731.017821627 3117429097.5550547 104.31791257406745 21977.180477376733 2926121.962538702
11.894811739985325 4394979.681550044 11239113.09433546 3157333203.679747 13.381078736145993 18815.52740730599 2851008.4589439095
12.082095344253126 4395906.356175605 11539269.135611722 3196828085.053872 65.17865368341994 21110.27874013944 2778025.816530002
12.269378948520924 4397100.671978027 11849903.79315288 3235902478.6109004 82.72122770578457 21513.83379199642 2706491.3431262327
12.456662552788721 4398050.473419119 12155945.170670027 3274477542.8851266 64.79649244971738 20877.102924358955 2631729.271919046
12.64394615705652 4398658.130573199 12447040.354322372 3312556093.6431828 40.840998410324694 19563.449354454122 2559371.4639061596
12.83122976132432 4399253.962681691 12774023.686666088 3350032070.3419175 39.461718495557804 21654.67198522561 2482101.556182611
13.018513365592117 4400488.886898061 13100281.441626076 3386542239.0857587 80.61192397586052 21295.8470094951 2383343.573482001
13.205796969859916 4401321.580083463 13416824.559446797 3422554955.7245526 53.58469552916594 20368.773838918747 2317527.1499338984
13.393080574127715 4402198.208518881 13742800.262042603 3457829002.9167953 55.6231327549018 20682.474658977215 2238245.641175141
13.580364178395513 4403481.695552938 14085702.905715594 3492917209.511303 80.31569877812886 21456.469537539684 2195745.9192998717
13.76764778266331 4404307.720667707 14418530.071725698 3528460631.711373 50.986344721590115 20542.76663624311 2193972.759776256
13.954931386931111 4405097.277869756 14785711.495091468 3564264981.6193733 48.0813072337376 22359.0807601261 2180415.442620326
14.142214991198909 4405703.803545813 15132740.950186094 3600411916.4676423 36.446189449428665 20852.151008478177 2172124.14269029
14.329498595466706 4407164.258228185 15491799.707893683 3635431606.074096 86.61187971824391 21293.030229390362 2076879.7597684013
14.516782199734505 4407585.701040243 15856169.481005333 3669776450.277665 24.671108484388135 21329.264481768816 2010577.0162936011
14.704065804002305 4408394.231280309 16252002.789268859 3703809682.973922 46.728216241036606 22875.981137518338 1966956.5721750779
14.891349408270102 4409018.588696994 16624990.780804815 3737212183.9445333 35.630309427590134 21284.651153647716 1906221.8003581562
15.078633012537901 4409833.585626909 16993996.032069776 3770585588.659944 45.9318961543494 20795.87522481582 1880903.6614009244
15.2659166168057 4410239.186315685 17398937.746322162 3803134912.3409557 22.57855638504711 22541.204761092587 1811951.6749374645
15.453200221073498 4410682.077556043 17818788.393210396 3835482439.413316 24.355611168193267 23087.91592276439 1778892.5329198
15.640483825341295 4410890.806485938 18178528.157091 3867587810.5552945 11.341038793542687 19545.528723409174 1744432.2715707708
15.827767429609095 4411097.992460517 18609947.974077247 3899852741.8064394 11.124002179084398 23162.764717613045 1732356.3733672695
16.015051033876894 4411278.164607109 19036085.075957645 3932513757.563867 9.560480032047598 22611.62489731266 1733113.7913430554
16.202334638144695 4411278.164607109 19449430.089540258 3963650504.9843197 0.0 21679.368327683795 1633130.6805873376
16.389618242412492 4411487.986487351 19858482.178999603 3993521096.009095 10.879333989272693 21209.09055697969 1548816.0949538732
16.57690184668029 4411704.759019081 20316542.694768466 4023116680.492779 11.112742642916066 23481.859957597837 1517218.1289904672
16.76418545094809 4411704.759019081 20727202.25330116 4052425995.3688407 0.0 20816.763009976414 1485755.2728541687
16.951469055215888 4411704.759019081 21158163.57883614 4081270708.750566 0.0 21604.55754461207 1446047.5286834622
17.138752659483686 4411922.757239572 21603541.13395066 4109597321.07194 10.809213877740685 22083.312619339536 1404554.9276477557
17.326036263751483 4411922.757239572 22055917.746928696 4137611383.297124 0.0 22187.925609331276 1374041.334626049
17.513319868019284 4411922.757239572 22467065.14294098 4165649848.8331213 0.0 19950.11925503288 1360530.6362280375
17.70060347228708 4411922.757239572 22955940.105179586 4193402044.761497 0.0 23470.74076186572 1332390.3731250274
17.88788707655488 4411922.757239572 23385285.15468476 4221360730.2429113 0.0 20396.944701827844 1328249.1939065587
18.07517068082268 4411922.757239572 23833396.039195407 4249381362.590237 0.0 21067.90761828377 1317398.121581838
18.262454285090477 4411922.757239572 24301879.161504894 4276587299.7919383 0.0 21799.861295836145 1265976.7485701086
18.449737889358275 4411922.757239572 24767228.56342909 4302795517.016912 0.0 21434.258952044267 1207169.15686203
18.637021493626072 4411922.757239572 25200324.595469564 4328017277.331689 0.0 19748.212496457356 1150057.1386908852
18.824305097893873 4411922.757239572 25669057.36840638 4353353545.489514 0.0 21160.55368373924 1143783.7140809593
19.01158870216167 4411922.757239572 26146348.216886405 4378120090.198729 0.0 21334.66924580825 1107049.1833752736
19.19887230642947 4411922.757239572 26605258.49412332 4402290630.970764 0.0 20312.98868006572 1069868.127387855
19.38615591069727 4411922.757239572 27033407.508810133 4425806036.706341 0.0 18768.326313044057 1030813.4598682859
19.573439514965067 4411922.757239572 27518971.25018312 4449500712.91751 0.0 21081.520143670296 1028732.9353964628
19.760723119232864 4411922.757239572 27998407.312490497 4473022688.7752285 0.0 20618.22157316113 1011555.4513081756
19.94800672350066 4411922.757239572 28444577.512189846 4496543726.04407 0.0 19007.495521299592 1002017.7424022271
20.135290327768463 4412118.080962615 28903305.32623976 4519870475.41528 8.243610630305108 19360.720542519277 984497.231535898
20.32257393203626 4412118.080962615 29386173.059010748 4542253942.964655 0.0 20191.76570924224 935979.972278183
20.50985753630406 4412118.080962615 29829451.77420012 4564014187.499404 0.0 18367.055486433077 901610.0918009825
20.69714114057186 4412118.080962615 30297749.749586217 4585777247.800786 0.0 19228.158411458124 893566.7084823421
20.884424744839656 4412118.080962615 30758017.424572628 4607647307.234197 0.0 18728.982811704012 889906.8831976339
21.071708349107453 4412118.080962615 31218859.333295625 4629168211.605197 0.0 18585.69928056373 867915.8900914761
21.258991953375254 4412118.080962615 31667892.453730527 4649975788.429337 0.0 17949.933269702095 831755.0778664342
21.44627555764305 4412118.080962615 32143768.42190436 4670531823.43432 0.0 18856.863565597883 814523.9259215647
21.63355916191085 4412118.080962615 32622852.331268948 4690639212.955884 0.0 18819.652745627493 789848.6064924118
21.82084276617865 4412118.080962615 33033546.641809333 4710589858.134914 0.0 15994.681078513715 776964.7776679427
22.008126370446448 4412315.210569436 33527752.758970115 4730013954.953696 7.6118313521388385 19083.317622747425 750021.0270308735
22.195409974714245 4412315.210569436 33964369.53112572 4749290693.318719 0.0 16717.313396595753 738050.0792900478
22.382693578982042 4412315.210569436 34434643.06376163 4768092505.711753 0.0 17855.32787825653 713842.8152244193
22.569977183249843 4412315.210569436 34879999.24408771 4786296436.989853 0.0 16768.970453874386 685407.852008697
22.75726078751764 4412315.210569436 35355184.541498445 4804057354.317798 0.0 17744.894932645475 663223.9474381213
22.944544391785442 4412315.210569436 35784414.60612066 4821673728.958615 0.0 15897.963683967399 652456.677571748
23.13182799605324 4412315.210569436 36245963.0458971 4839575434.618176 0.0 16956.589768427544 657656.0662150679
23.319111600321037 4412315.210569436 36692646.70277092 4857081055.771455 0.0 16278.695956955946 637939.7914827592
23.506395204588834 4412315.210569436 37125403.159500934 4874239399.040077 0.0 15645.499600052817 620302.1468493086
23.69367880885663 4412315.210569436 37555022.42933195 4890944403.880893 0.0 15409.321857248706 599139.3943779055
23.880962413124433 4412315.210569436 38002687.31876288 4907334042.858886 0.0 15930.662295690183 583218.2882125769
24.06824601739223 4412315.210569436 38440611.124664955 4924120704.932039 0.0 15462.76236306899 592697.7588485006
24.25552962166003 4412315.210569436 38822212.5239102 4940065452.782122 0.0 13370.0338528589 558624.6345563581
24.44281322592783 4412315.210569436 39279343.6225568 4956215751.596366 0.0 15893.634606764275 561490.4526466045
24.630096830195626 4412315.210569436 39716652.64217661 4972325691.08888 0.0 15088.855265800512 555828.2416732232
24.817380434463423 4412315.210569436 40104603.16885242 4988602699.401579 0.0 13284.790515200397 557354.2096021879
25.00466403873122 4412315.210569436 40490538.84994828 5005153775.666493 0.0 13116.8192068308 562493.7178039514
25.191947642999022 4412315.210569436 40944747.133558065 5020920191.629861 0.0 15322.451149287932 531843.0887874574
25.37923124726682 4412315.210569436 41326079.535124384 5036119699.91125 0.0 12769.106148162517 508936.01762392995
25.56651485153462 4412315.210569436 41703674.62929975 5051144630.661434 0.0 12551.348008365674 499405.0043415678
25.753798455802418 4412315.210569436 42108353.35130952 5066738346.271352 0.0 13353.802171839943 514541.12314804574
25.941082060070215 4412315.210569436 42500079.76746614 5082372421.202999 0.0 12833.080865080165 512148.2692174762
26.128365664338013 4412315.210569436 42863300.17791173 5098014943.434544 0.0 11813.931611057036 508751.8249593604
26.315649268605814 4412315.210569436 43257062.08021627 5113033304.062586 0.0 12716.170652849083 484975.4143686791
26.50293287287361 4412315.210569436 43621756.19975748 5127370249.165601 0.0 11694.235952678937 459699.26658048143
26.69021647714141 4412315.210569436 43978787.922009334 5141463161.16048 0.0 11368.20819035633 448703.6604579475
26.87750008140921 4412315.210569436 44355161.89272944 5154910324.007674 0.0 11900.584610043012 425160.2042641869
27.064783685677007 4412315.210569436 44710440.006529085 5168366872.743643 0.0 11155.826602607207 422512.7225768672
27.252067289944804 4412315.210569436 45029961.64020881 5181439538.628736 0.0 9964.119941751807 407638.525015111
27.439350894212602 4412315.210569436 45401146.17448274 5194689597.811666 0.0 11496.203339036307 410349.9164343524
27.626634498480403 4412315.210569436 45744654.11370124 5207306109.502318 0.0 10566.896589833119 388080.24094021873
27.8139181027482 4412315.210569436 46082678.23488036 5219714254.462178 0.0 10328.195269961452 379100.85319421254
28.001201707016 4412315.210569436 46380672.83319953 5231988181.212563 0.0 9044.215398056413 372491.8628309091
28.1884853112838 4412315.210569436 46732258.31704726 5243973961.17757 0.0 10599.823245318417 361330.27649116004
28.375768915551596 4412315.210569436 47046300.453106515 5256217853.083877 0.0 9405.458263130278 366675.17046855425
28.563052519819394 4412315.210569436 47335108.77981973 5268547156.578031 0.0 8593.004005667704 366811.9221596434
28.75033612408719 4412315.210569436 47629274.37832677 5281630146.940775 0.0 8695.39110711909 386699.38227675686
28.937619728354992 4412315.210569436 47927108.5656401 5293849635.536267 0.0 8746.859416282872 358838.86595504964
29.12490333262279 4412315.210569436 48216851.852314934 5305615785.703953 0.0 8454.53118083744 343304.11837918166
29.31218693689059 4412315.210569436 48469657.08857994 5316968018.176683 0.0 7329.573719959521 329110.7316177112
29.499470541158388 4412315.210569436 48754411.129392765 5327824675.722122 0.0 8203.454593236747 312745.2910582053
29.686754145426185 4412315.210569436 49006729.32568362 5338525527.513905 0.0 7223.159205446978 306312.25225416105
29.874037749693983 4412315.210569436 49291614.3538044 5348878162.832153 0.0 8104.332610960848 294486.64280496805
30.061321353961784 4412315.210569436 49530804.76420938 5359261771.583358 0.0 6762.035956761428 293527.46039360424
30.24860495822958 4412315.210569436 49766282.838404596 5369963561.964017 0.0 6615.872428478116 300648.78686686646
30.43588856249738 4412315.210569436 50000166.41953938 5380165084.472997 0.0 6530.643293015506 284830.998649042
30.62317216676518 4412315.210569436 50244905.82354482 5389877602.1768265 0.0 6791.976102096855 269519.2407077266
30.810455771032977 4412315.210569436 50470349.32606168 5399066387.287041 0.0 6218.451313964256 253435.81139214314
30.997739375300775 4412315.210569436 50668584.81409492 5408174453.753794 0.0 5434.933424876178 249691.67504994417
31.185022979568572 4412315.210569436 50901119.90811072 5417073214.900876 0.0 6337.026013317767 242488.56372179295
31.372306583836373 4412315.210569436 51109060.854942404 5425798337.105631 0.0 5632.962019516516 236337.55295641551
31.55959018810417 4412315.210569436 51320750.1476213 5434688650.952816 0.0 5700.474328056785 239382.99292038253
31.746873792371968 4412315.210569436 51493839.011962526 5443286125.070238 0.0 4633.528293402927 230132.18241529266
31.934157396639765 4412315.210569436 51696045.270897165 5451608592.646567 0.0 5381.247728916538 221464.43141006734
32.121441000907566 4412315.210569436 51892637.34542176 5459856911.701578 0.0 5201.337472525266 218211.51234032723
32.30872460517537 4412315.210569436 52064715.082092255 5468287316.998814 0.0 4526.3601802771 221735.771159818
32.49600820944316 4412315.210569436 52242857.9876108 5476536574.642702 0.0 4658.895230851322 215720.72326357514
32.683291813710966 4412315.210569436 52420057.98408938 5484415089.679998 0.0 4607.682369945632 204845.0567541661
32.870575417978756 4412315.210569436 52593310.67449981 5491897520.211012 0.0 4479.375622356027 193438.17903976713
33.05785902224656 4412315.210569436 52762336.50787059 5499610843.605878 0.0 4345.335837638537 198277.5408105589
33.24514262651435 4412315.210569436 52930197.402843475 5507190887.380146 0.0 4291.078898098969 193753.75111660757
33.432426230782156 4412315.210569436 53077902.815450355 5515185787.438246 0.0 3754.6880490405524 203213.07646747114
33.61970983504996 4412315.210569436 53238869.41881275 5522289028.062771 0.0 4068.9967357003125 179543.2053028135
33.80699343931775 4412315.210569436 53392860.93214349 5529064701.169066 0.0 3871.1137705530377 170314.7285805448
33.994277043585555 4412315.210569436 53533057.71081046 5535801892.131387 0.0 3504.9198926462236 168414.41558167158
34.181560647853345 4412315.210569436 53669239.303939626 5542322269.063017 0.0 3385.887820146513 162101.46284753305
34.36884425212115 4412315.210569436 53821861.68093188 5548409017.933266 0.0 3773.9791540292495 150496.52812810853
34.55612785638894 4412315.210569436 53970092.02829546 5554143795.974472 0.0 3645.511173611436 141025.44331947665
34.743411460656745 4412315.210569436 54076074.04318727 5559602628.885708 0.0 2592.4253391624866 133515.95967046922
34.93069506492455 4412315.210569436 54216512.617423154 5564895331.565636 0.0 3416.8498442259074 128758.53284886484
35.11797866919234 4412315.210569436 54339835.49742945 5569972158.803751 0.0 2984.427407357698 122848.12516068583
35.305262273460144 4412315.210569436 54466839.51122822 5574977653.28718 0.0 3057.208349297866 120479.48836099268
35.492545877727935 4412315.210569436 54559655.68646144 5579859254.038786 0.0 2222.4587409601077 116877.41188919633
35.67982948199574 4412315.210569436 54673641.84894341 5584448015.060628 0.0 2715.042994818123 109289.40573132805
35.86711308626353 4412315.210569436 54778450.76759289 5588895049.161976 0.0 2483.4151294945354 105360.86931007839
36.054396690531334 4412315.210569436 54881756.176496245 5593089602.85529 0.0 2435.0758118820677 98862.7637772832
36.24168029479914 4412315.210569436 54965205.84105577 5596812984.932126 0.0 1956.8794892516523 87304.05510474462
36.42896389906693 4412315.210569436 55040155.06588074 5600182519.002164 0.0 1748.510673984497 78601.0026858707
36.61624750333473 4412315.210569436 55122631.62663261 5603173801.75459 0.0 1914.277165098719 69420.63830153254
36.803531107602524 4412315.210569436 55190207.039631136 5605696728.657169 0.0 1560.4414521365127 58253.2375753755
36.99081471187033 4412315.210569436 55245598.87554809 5607806676.453672 0.0 1272.6244661429084 48471.07157841323
37.178098316138126 4412315.210569436 55282660.453289494 5609577793.665417 0.0 847.1987027406041 40482.27017095313
37.36538192040592 4412315.210569436 55312162.183578484 5610511689.598477 0.0 671.006544573215 21238.98243888828
